#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_choquequirao;Choquequirao;Choquequirao;Choquequirao;;Choquequirao;;;;;;;;;x
d_choquequirao_adj;Choquequirian;;choquequirer;;;;;;;;;;;x
d_chuquisaca;Chuquisaca;Chuquisaca;Chuquisaca;;Chuquisaca;;;;;;;;;x
d_chuquisaca_adj;Chuquisacan;;chuquisacer;;;;;;;;;;;x
d_cochabamba;Cochabamba;Cochabamba;Cochabamba;;Cochabamba;;;;;;;;;x
d_cochabamba_adj;Cochabamban;;cochabamber;;;;;;;;;;;x
d_constestado;Constestado;Constestado;Constestado;;Constestado;;;;;;;;;x
d_constestado_adj;Constestadian;;constestader;;;;;;;;;;;x
d_copea;Copéa;Copéa;Copéa;;Copéa;;;;;;;;;x
d_copea_adj;Copéan;;copéer;;;;;;;;;;;x
d_copiapo;Copiapó;Copiapó;Copiapó;;Copiapó;;;;;;;;;x
d_copiapo_adj;Copiapóian;;copiapóer;;;;;;;;;;;x
d_coquimbo;Coquimbo;Coquimbo;Coquimbo;;Coquimbo;;;;;;;;;x
d_coquimbo_adj;Coquimbian;;coquimber;;;;;;;;;;;x
d_cordillera;Cordillera;Cordillera;Cordillera;;Cordillera;;;;;;;;;x
d_cordillera_adj;Cordilleran;;cordillerer;;;;;;;;;;;x
d_cordoba;Cordoba;Cordoba;Cordoba;;Cordoba;;;;;;;;;x
d_cordoba_adj;Cordoban;;cordober;;;;;;;;;;;x
d_corrientes;Corrientes;Corrientes;Corrientes;;Corrientes;;;;;;;;;x
d_corrientes_adj;Corrientesian;;corrienteser;;;;;;;;;;;x
d_costa_capixaba;Costa Capixaba;Costa Capixaba;Costa Capixaba;;Costa Capixaba;;;;;;;;;x
d_costa_capixaba_adj;Costa Capixaban;;Costa Capixaber;;;;;;;;;;;x
d_costa_do_sol;Costa do Sol;Costa do Sol;Costa do Sol;;Costa do Sol;;;;;;;;;x
d_costa_do_sol_adj;Costa do Solian;;Costa do Soler;;;;;;;;;;;x
d_costa_doce;Costa Doce;Costa Doce;Costa Doce;;Costa Doce;;;;;;;;;x
d_costa_doce_adj;Costa Docean;;Costa Docer;;;;;;;;;;;x
d_costa_verde;Costa Verde;Costa Verde;Costa Verde;;Costa Verde;;;;;;;;;x
d_costa_verde_adj;Costa Verdean;;Costa Verder;;;;;;;;;;;x
d_coxilhas;Coxilhas;Coxilhas;Coxilhas;;Coxilhas;;;;;;;;;x
d_coxilhas_adj;Coxilhasian;;coxilhaser;;;;;;;;;;;x
d_cuenca;Cuenca;Cuenca;Cuenca;;Cuenca;;;;;;;;;x
d_cuenca_adj;Cuencan;;cuencer;;;;;;;;;;;x
d_curitiba;Curitiba;Curitiba;Curitiba;;Curitiba;;;;;;;;;x
d_curitiba_adj;Curitiban;;curitiber;;;;;;;;;;;x
d_deseado;Deseado;Deseado;Deseado;;Deseado;;;;;;;;;x
d_deseado_adj;Deseadian;;deseader;;;;;;;;;;;x
d_diamantina;Diamantina;Diamantina;Diamantina;;Diamantina;;;;;;;;;x
d_diamantina_adj;Diamantinan;;diamantiner;;;;;;;;;;;x
d_divinopolis;Divinópolis;Divinópolis;Divinópolis;;Divinópolis;;;;;;;;;x
d_divinopolis_adj;Divinopolitano;;Divinopolitano;;;;;;;;;;;x
d_dolores;Dolores;Dolores;Dolores;;Dolores;;;;;;;;;x
d_dolores_adj;Doloresian;;doloreser;;;;;;;;;;;x
d_enterrios;Enterrios;Enterrios;Enterrios;;Enterrios;;;;;;;;;x
d_enterrios_adj;Enterriosian;;enterrioser;;;;;;;;;;;x
d_escalante;Escalante;Escalante;Escalante;;Escalante;;;;;;;;;x
d_escalante_adj;Escalantean;;escalanter;;;;;;;;;;;x
d_esquel;Esquel;Esquel;Esquel;;Esquel;;;;;;;;;x
d_esquel_adj;Esquelian;;esqueler;;;;;;;;;;;x
d_falkland_islands;Falkland Islands;Falkland Islands;Falkland Islands;;Falkland Islands;;;;;;;;;x
d_falkland_islands_adj;Falkland Islandsian;;Falkland Islandser;;;;;;;;;;;x
d_fernando_de_noronha;Fernando de Noronha;Fernando de Noronha;Fernando de Noronha;;Fernando de Noronha;;;;;;;;;x
d_fernando_de_noronha_adj;Fernando de Noronhan;;Fernando de Noronher;;;;;;;;;;;x
d_ferroquadro;Ferroquadro;Ferroquadro;Ferroquadro;;Ferroquadro;;;;;;;;;x
d_ferroquadro_adj;Ferroquadrian;;ferroquadrer;;;;;;;;;;;x
d_formosa;Formosa;Formosa;Formosa;;Formosa;;;;;;;;;x
d_formosa_adj;Formosan;;formoser;;;;;;;;;;;x
d_francisca;Francisca;Francisca;Francisca;;Francisca;;;;;;;;;x
d_francisca_adj;Franciscan;;franciscer;;;;;;;;;;;x
d_galapagos;Galapagos;Galapagos;Galapagos;;Galapagos;;;;;;;;;x
d_galapagos_adj;Galapagosian;;galapagoser;;;;;;;;;;;x
d_general_roca;General Roca;General Roca;General Roca;;General Roca;;;;;;;;;x
d_general_roca_adj;General Rocan;;General Rocer;;;;;;;;;;;x
d_goytacazia;Goytacazia;Goytacazia;Goytacazia;;Goytacazia;;;;;;;;;x
d_goytacazia_adj;Goytacazian;;goytacazer;;;;;;;;;;;x
d_grande_rio;Grande Rio;Grande Rio;Grande Rio;;Grande Rio;;;;;;;;;x
d_grande_rio_adj;Grande Rian;;Grande Rer;;;;;;;;;;;x
d_grande_sao_paulo;Grande São Paulo;Grande São Paulo;Grande São Paulo;;Grande São Paulo;;;;;;;;;x
d_grande_sao_paulo_adj;Paulistano;;Paulistano;;;;;;;;;;;x
d_greater_florianopolis;Greater Florianópolis;Greater Florianópolis;Greater Florianópolis;;Greater Florianópolis;;;;;;;;;x
d_greater_florianopolis_adj;Greater Florianópolisian;;Greater Florianópoliser;;;;;;;;;;;x
d_guapore;Guaporé;Guaporé;Guaporé;;Guaporé;;;;;;;;;x
d_guapore_adj;Guaporéian;;guaporéer;;;;;;;;;;;x
d_guarapiranga;Guarapiranga;Guarapiranga;Guarapiranga;;Guarapiranga;;;;;;;;;x
d_guarapiranga_adj;Guarapirangan;;guarapiranger;;;;;;;;;;;x
d_guayas;Guayas;Guayas;Guayas;;Guayas;;;;;;;;;x
d_guayas_adj;Guayasian;;guayaser;;;;;;;;;;;x
d_guayra;Guayrá;Guayrá;Guayrá;;Guayrá;;;;;;;;;x
d_guayra_adj;Guayráian;;guayráer;;;;;;;;;;;x
d_guimarania;Guimarania;Guimarania;Guimarania;;Guimarania;;;;;;;;;x
d_guimarania_adj;Guimaranian;;guimaraner;;;;;;;;;;;x
d_gurupi;Gurupi;Gurupi;Gurupi;;Gurupi;;;;;;;;;x
d_gurupi_adj;Gurupian;;guruper;;;;;;;;;;;x
d_huanaco;Huánaco;Huánaco;Huánaco;;Huánaco;;;;;;;;;x
d_huanaco_adj;Huánacian;;huánacer;;;;;;;;;;;x
d_huasco;Huasco;Huasco;Huasco;;Huasco;;;;;;;;;x
d_huasco_adj;Huascian;;huascer;;;;;;;;;;;x
d_ibiapa;Inhamuns;Inhamuns;Inhamuns;;Inhamuns;;;;;;;;;x
d_ibiapa_adj;Inhamunsnian;;inhamunsner;;;;;;;;;;;x
d_ica;Ica;Ica;Ica;;Ica;;;;;;;;;x
d_ica_adj;Ican;;icer;;;;;;;;;;;x
d_igarape_mamoria;Igarapé Mamoria;Igarapé Mamoria;Igarapé Mamoria;;Igarapé Mamoria;;;;;;;;;x
d_igarape_mamoria_adj;Igarapé Mamorian;;Igarapé Mamorer;;;;;;;;;;;x
d_interior;Interior;Interior;Interior;;Interior;;;;;;;;;x
d_interior_adj;Interiorian;;interiorer;;;;;;;;;;;x
d_itacotiara;Itacotiara;Itacotiara;Itacotiara;;Itacotiara;;;;;;;;;x
d_itacotiara_adj;Itacotiaran;;itacotiarer;;;;;;;;;;;x
d_itamaraca;Itamaracá;Itamaracá;Itamaracá;;Itamaracá;;;;;;;;;x
d_itamaraca_adj;Itamaracáian;;itamaracáer;;;;;;;;;;;x
d_itapecuru;Itapecuru;Itapecuru;Itapecuru;;Itapecuru;;;;;;;;;x
d_itapecuru_adj;Itapecurian;;itapecurer;;;;;;;;;;;x
d_itapeva;Itapeva;Itapeva;Itapeva;;Itapeva;;;;;;;;;x
d_itapeva_adj;Itapevense;;Itapevense;;;;;;;;;;;x
d_itirapina;Itirapina;Itirapina;Itirapina;;Itirapina;;;;;;;;;x
d_itirapina_adj;Itirapinan;;itirapiner;;;;;;;;;;;x
d_jacobacci;Jacobacci;Jacobacci;Jacobacci;;Jacobacci;;;;;;;;;x
d_jacobacci_adj;Jacobaccian;;jacobaccier;;;;;;;;;;;x
d_jaguaribe;Jaguaribe;Jaguaribe;Jaguaribe;;Jaguaribe;;;;;;;;;x
d_jaguaribe_adj;Jaguaribean;;jaguariber;;;;;;;;;;;x
d_jeremoabo;Jeremoabo;Jeremoabo;Jeremoabo;;Jeremoabo;;;;;;;;;x
d_jeremoabo_adj;Jeremoabian;;jeremoaber;;;;;;;;;;;x
d_junin;Junin;Junin;Junin;;Junin;;;;;;;;;x
d_junin_adj;Juninian;;juniner;;;;;;;;;;;x
d_la_pampa;La Pampa;La Pampa;La Pampa;;La Pampa;;;;;;;;;x
d_la_pampa_adj;La Pampan;;La Pamper;;;;;;;;;;;x
d_la_paz;La Paz;La Paz;La Paz;;La Paz;;;;;;;;;x
d_la_paz_adj;La Pazian;;La Pazer;;;;;;;;;;;x
d_la_rioja;La Rioja;La Rioja;La Rioja;;La Rioja;;;;;;;;;x
d_la_rioja_adj;La Riojan;;La Riojer;;;;;;;;;;;x
d_lages;Lages;Lages;Lages;;Lages;;;;;;;;;x
d_lages_adj;Lagesian;;lageser;;;;;;;;;;;x
d_lago_argentino;Lago Argentino;Lago Argentino;Lago Argentino;;Lago Argentino;;;;;;;;;x
d_lago_argentino_adj;Lago Argentinian;;Lago Argentiner;;;;;;;;;;;x
d_lagunas;Lagunas;Lagunas;Lagunas;;Lagunas;;;;;;;;;x
d_lagunas_adj;Lagunasian;;lagunaser;;;;;;;;;;;x
d_lapa;Lapa;Lapa;Lapa;;Lapa;;;;;;;;;x
d_lapa_adj;Lapan;;laper;;;;;;;;;;;x
d_lencois;Lençóis;Lençóis;Lençóis;;Lençóis;;;;;;;;;x
d_lencois_adj;Lençóisian;;lençóiser;;;;;;;;;;;x
d_lesser_acre;Lesser Acre;Lesser Acre;Lesser Acre;;Lesser Acre;;;;;;;;;x
d_lesser_acre_adj;Lesser Acrean;;Lesser Acrer;;;;;;;;;;;x
d_leste_potiguar;Leste Potiguar;Leste Potiguar;Leste Potiguar;;Leste Potiguar;;;;;;;;;x
d_leste_potiguar_adj;Leste Potiguarian;;Leste Potiguarer;;;;;;;;;;;x
d_lima;Lima;Lima;Lima;;Lima;;;;;;;;;x
d_lima_adj;Liman;;limer;;;;;;;;;;;x
d_litoral;Litoral;Litoral;Litoral;;Litoral;;;;;;;;;x
d_litoral_adj;Litoralian;;litoraler;;;;;;;;;;;x
d_loreto;Loreto;Loreto;Loreto;;Loreto;;;;;;;;;x
d_loreto_adj;Loretian;;loreter;;;;;;;;;;;x
d_los_lagos;Los Lagos;Los Lagos;Los Lagos;;Los Lagos;;;;;;;;;x
d_los_lagos_adj;Los Lagosian;;Los Lagoser;;;;;;;;;;;x
d_los_rios;Los Riós;Los Riós;Los Riós;;Los Riós;;;;;;;;;x
d_los_rios_adj;Los Riósian;;Los Rióser;;;;;;;;;;;x
d_lower_parana;Lower Parana;Lower Parana;Lower Parana;;Lower Parana;;;;;;;;;x
d_lower_parana_adj;Lower Paranan;;Lower Paraner;;;;;;;;;;;x
d_lujan;Lujan;Lujan;Lujan;;Lujan;;;;;;;;;x
d_lujan_adj;Lujanian;;lujaner;;;;;;;;;;;x
d_macaubas;Macaúbas;Macaúbas;Macaúbas;;Macaúbas;;;;;;;;;x
d_macaubas_adj;Macaúbasian;;macaúbaser;;;;;;;;;;;x
d_magallanes;Magallanes;Magallanes;Magallanes;;Magallanes;;;;;;;;;x
d_magallanes_adj;Magallanesian;;magallaneser;;;;;;;;;;;x
d_manaus;Manaus;Manaus;Manaus;;Manaus;;;;;;;;;x
d_manaus_adj;Manausian;;manauser;;;;;;;;;;;x
d_mantaro;Mantaro;Mantaro;Mantaro;;Mantaro;;;;;;;;;x
d_mantaro_adj;Mantarian;;mantarer;;;;;;;;;;;x
d_paraibuna;Paraibuna;Paraibuna;Paraibuna;;Paraibuna;;;;;;;;;x
d_paraibuna_adj;Paraibunense;;paraibuneirer;;;;;;;;;;;x
d_maracaju;Maracajú;Maracajú;Maracajú;;Maracajú;;;;;;;;;x
d_maracaju_adj;Maracajúian;;maracajúer;;;;;;;;;;;x
d_marajo;Marajó;Marajó;Marajó;;Marajó;;;;;;;;;x
d_marajo_adj;Marajóian;;marajóer;;;;;;;;;;;x
d_mardel;Mardel;Mardel;Mardel;;Mardel;;;;;;;;;x
d_mardel_adj;Mardelian;;mardeler;;;;;;;;;;;x
d_marilia;Marília;Marília;Marília;;Marília;;;;;;;;;x
d_marilia_adj;Mariliense;;Mariliense;;;;;;;;;;;x
d_maule;Maule;Maule;Maule;;Maule;;;;;;;;;x
d_maule_adj;Maulean;;mauler;;;;;;;;;;;x
d_mearim;Mearim;Mearim;Mearim;;Mearim;;;;;;;;;x
d_mearim_adj;Mearimian;;mearimer;;;;;;;;;;;x
d_medio_paraiba;Medio Paraíba;Medio Paraíba;Medio Paraíba;;Medio Paraíba;;;;;;;;;x
d_medio_paraiba_adj;Medio Paraíban;;Medio Paraíber;;;;;;;;;;;x
d_medio_parnaiba;Médio Parnaíba;Médio Parnaíba;Médio Parnaíba;;Médio Parnaíba;;;;;;;;;x
d_medio_parnaiba_adj;Médio Parnaíban;;Médio Parnaíber;;;;;;;;;;;x
d_medio_tiete;Médio Tietê;;Médio Tietê;;;;;;;;;;;x
d_medio_tiete_adj;Médio-Tieteense;;Médio-Tieteense;;;;;;;;;;;x
d_mendoza;Mendoza;Mendoza;Mendoza;;Mendoza;;;;;;;;;x
d_mendoza_adj;Mendozan;;mendozer;;;;;;;;;;;x
d_misiones;Misiones;Misiones;Misiones;;Misiones;;;;;;;;;x
d_misiones_adj;Misionesian;;misioneser;;;;;;;;;;;x
d_missoes;Missões;Missões;Missões;;Missões;;;;;;;;;x
d_missoes_adj;Missõesian;;missõeser;;;;;;;;;;;x
d_moche;Moche;Moche;Moche;;Moche;;;;;;;;;x
d_moche_adj;Mochean;;mocher;;;;;;;;;;;x
d_mogi;Mogi;;Mogi;;;;;;;;;;;x
d_mogi_adj;Mogiano;;Mogiano;;;;;;;;;;;x
d_montevideo;Montevideo;Montevideo;Montevideo;;Montevideo;;;;;;;;;x
d_montevideo_adj;Montevidian;;montevider;;;;;;;;;;;x
d_morona;Morona;Morona;Morona;;Morona;;;;;;;;;x
d_morona_adj;Moronan;;moroner;;;;;;;;;;;x
d_morro_branco;Greater Fortaleza;Greater Fortaleza;Greater Fortaleza;;Greater Fortaleza;;;;;;;;;x
d_morro_branco_adj;Greater Fortalezan;;Greater Fortalezan;;;;;;;;;;;x
d_mucuri;Mucuri;;;;;;;;;;;;;x
d_narino;Nariño;Nariño;Nariño;;Nariño;;;;;;;;;x
d_narino_adj;Nariñian;;nariñer;;;;;;;;;;;x
d_neuquen;Neuqúen;Neuqúen;Neuqúen;;Neuqúen;;;;;;;;;x
d_neuquen_adj;Neuqúenian;;neuqúener;;;;;;;;;;;x
d_nova_rutenia;Nova Rutenia;Nova Rutenia;Nova Rutenia;;Nova Rutenia;;;;;;;;;x
d_nova_rutenia_adj;Nova Rutenian;;Nova Rutener;;;;;;;;;;;x
d_nuble;Ñuble;Ñuble;Ñuble;;Ñuble;;;;;;;;;x
d_nuble_adj;Ñublean;;ñubler;;;;;;;;;;;x
d_nuflo;Ñuflo;Ñuflo;Ñuflo;;Ñuflo;;;;;;;;;x
d_nuflo_adj;Ñuflian;;ñufler;;;;;;;;;;;x
d_ohiggins;O'Higgins;O'Higgins;O'Higgins;;O'Higgins;;;;;;;;;x
d_ohiggins_adj;O'Higginsian;;o'higginser;;;;;;;;;;;x
d_pamboapy;Pamboapy;Pamboapy;Pamboapy;;Pamboapy;;;;;;;;;x
d_pamboapy_adj;Pamboapian;;pamboaper;;;;;;;;;;;x
d_pantanal;Pantanal;Pantanal;Pantanal;;Pantanal;;;;;;;;;x
d_pantanal_adj;Pantanalian;;pantanaler;;;;;;;;;;;x
d_paraguacu;Paraguaçu;Paraguaçu;Paraguaçu;;Paraguaçu;;;;;;;;;x
d_paraguacu_adj;Paraguaçian;;paraguaçer;;;;;;;;;;;x
d_paraguay;Paraguay;Paraguay;Paraguay;;Paraguay;;;;;;;;;x
d_paraguay_adj;Paraguaian;;paraguaer;;;;;;;;;;;x
d_paraiba;Paraíba;Paraíba;Paraíba;;Paraíba;;;;;;;;;x
d_paraiba_adj;Paraíban;;paraíber;;;;;;;;;;;x
d_paranapanema;Paranapanema;Paranapanema;Paranapanema;;Paranapanema;;;;;;;;;x
d_paranapanema_adj;Paranapaneman;;paranapanemer;;;;;;;;;;;x
d_parnaiba_poente;Parnaíba Poente;Parnaíba Poente;Parnaíba Poente;;Parnaíba Poente;;;;;;;;;x
d_parnaiba_poente_adj;Parnaíba Poentean;;Parnaíba Poenter;;;;;;;;;;;x
d_passo_do_principe;Passo do Príncipe;Passo do Príncipe;Passo do Príncipe;;Passo do Príncipe;;;;;;;;;x
d_passo_do_principe_adj;Passo do Príncipean;;Passo do Prínciper;;;;;;;;;;;x
d_patagones;Patagones;Patagones;Patagones;;Patagones;;;;;;;;;x
d_patagones_adj;Patagonesian;;patagoneser;;;;;;;;;;;x
d_piracicaba;Piracicaba;Piracicaba;Piracicaba;;Piracicaba;;;;;;;;;x
d_piracicaba_adj;Piracicabano;;Piracicabano;;;;;;;;;;;x
d_planalto_central;Planalto Central;Planalto Central;Planalto Central;;Planalto Central;;;;;;;;;x
d_planalto_central_adj;Planalto Centralian;;Planalto Centraler;;;;;;;;;;;x
d_plata;Plata;Plata;Plata;;Plata;;;;;;;;;x
d_plata_adj;Platan;;plater;;;;;;;;;;;x
d_pomerania;Pomerania;Pomerania;Pomerania;;Pomerania;;;;;;;;;x
d_pomerania_adj;Pomeranian;;pomeraner;;;;;;;;;;;x
d_pontal_da_prata;Pontal da Prata;Pontal da Prata;Pontal da Prata;;Pontal da Prata;;;;;;;;;x
d_pontal_da_prata_adj;Pontal da Pratan;;Pontal da Prater;;;;;;;;;;;x
