###FORM OF ADDRESS;;;;;;;;;;;;;;
nomadic_king;Sub-lieutenant;;;;;;;;;;;;;x
nomadic_empire_of;Column of;;;;;;;;;;;;;x
nomadic_kingdom_of;Brigade of;;;;;;;;;;;;;x
nomadic_emperor_cigano;Leader;;;;;;;;;;;;;x
nomadic_king_cigano;Sub-Leader;;;;;;;;;;;;;x
nomadic_emperor_cigano_female;Leader;;;;;;;;;;;;;x
nomadic_king_cigano_female;Sub-Leader;;;;;;;;;;;;;x
nomadic_empire_of_cigano;Great Clan of;;;;;;;;;;;;;x
nomadic_kingdom_of_cigano;Clan of;;;;;;;;;;;;;x
nomadic_emperor_cerradonense;Comissioner;;;;;;;;;;;;;x
nomadic_king_cerradonense;Sub-Comissioner;;;;;;;;;;;;;x
nomadic_emperor_cerradonense_female;Comissioner;;;;;;;;;;;;;x
nomadic_king_cerradonense_female;Sub-Comissioner;;;;;;;;;;;;;x
nomadic_empire_of_cerradonense;Comitiva of;;;;;;;;;;;;;x
nomadic_kingdom_of_cerradonense;Boiada of;;;;;;;;;;;;;x

###effects ;;;;;;;;;;;;;;x
CALAFATIST_SUICIDE;You will proceed to throw yourself to nature and §RDIE§!.;;;;;;;;;;;;;x
death_sacrifice_nature;Was taken by the cold embrace of death while sacrificing themselves to nature.;;;;;;;;;;;;;x
CALAFATIST_CALAFATE;You will harvest the calafate berries, to either consume, granting you §Ypiety§!, as well as §Ghealth§!, §Gfertility§! and greater §Gmorale§!, or §Ystore§! for later consumption.;;;;;;;;;;;;;x
CALAFATIST_STORED_CONSUMED;You will consume the calafate berries you stored, obtaining the goddess' blessing, and thus §Ghealth§!, §Gfertility§! and greater §Gmorale§! in the battlefield.;;;;;;;;;;;;;x
STORING_CALAFATE;You will store the calafate berries for later, and will be able to consume them through a decision.;;;;;;;;;;;;;x
CAMINO_STAR_READING;You will proceed to observe and read the stars, finding what next step might await you in the celestial instructions.\n§YYou will receive a random prophetic reading from the stars, potentially granting you a bonus to accomplish it. There will be a limited time for it to be fulfilled.§!\n§GShould it be fulfilled, your standing as an astronomer might increase.§!;;;;;;;;;;;;;x
CATHOLIC_NO_CRUSADES;§RCatholics won't be able to wage Crusades again until this mistake is forgotten and the faith is put on jeopardy.§!;;;;;;;;;;;;;x
###TITLES ;;;;;;;;;;;;;;x
title_keeper_of_the_steps;Tilemaster of the Steps;;;;;;;;;;;;;x
title_keeper_of_the_steps_desc;A honorous title given to the one with the duty to maintain and preserve the Selarón Steps.;;;;;;;;;;;;;x
AUGUST_EMPEROR;August Emperor;;;;;;;;;;;;;x
AUGUST_EMPRESS;August Empress;;;;;;;;;;;;;x
AUGUST_FOA;August;;;;;;;;;;;;;x

###Modifiers;;;;;;;;;;;;;;x
calafate_harvested;Harvested Calafate;;;;;;;;;;;;;x
calafate_harvested_desc;You have already harvested calafate this season.;;;;;;;;;;;;;x
calafate_stored;Stored Calafate;;;;;;;;;;;;;x
calafate_stored_desc;You have stored the calafate you harvested this season, and while it is still good, you are able to consume it, granting you the blessing of the goddess.;;;;;;;;;;;;;x
calafate_ingested;Consumed Calafate;;;;;;;;;;;;;x
calafate_ingested_desc;You have consumed the calafate berries, and now you feel the goddess' blessing inside of you, granting you strength to survive anything.;;;;;;;;;;;;;x
camino_conquest_prophecy;Prophesied Conquest;;;;;;;;;;;;;x
camino_conquest_prophecy_desc;You have read the stars and found that your next step in the path is conquering [prophesied_province.GetName].;;;;;;;;;;;;;x
camino_duchy_prophecy;Prophesied Dukedom;;;;;;;;;;;;;x
camino_duchy_prophecy_desc;You have read the stars and found that your next step in the path is acquiring the [prophesied_duchy.GetFullBaseName].;;;;;;;;;;;;;x
camino_kingdom_prophecy;Prophesied Kingdom;;;;;;;;;;;;;x
camino_kingdom_prophecy_desc;You have read the stars and found that your next step in the path is acquiring the [prophesied_kingdom.GetFullBaseName].;;;;;;;;;;;;;x
camino_empire_prophecy;Prophesied Empire;;;;;;;;;;;;;x
camino_empire_prophecy_desc;You have read the stars and found that your next step in the path is acquiring the [prophesied_empire.GetFullBaseName].;;;;;;;;;;;;;x
camino_peace_prophecy_1;Prophesied Peace;;;;;;;;;;;;;x
camino_peace_prophecy_1_desc;You have read the stars and found that the next step for your realm will consist of a period of peace and prosperity.;;;;;;;;;;;;;x
camino_peace_prophecy_2;Prophesied Peace;;;;;;;;;;;;;x
camino_peace_prophecy_2_desc;You have read the stars and found that the next step for your realm will consist of a period of peace and prosperity.;;;;;;;;;;;;;x
camino_peace_prophecy_3;Prophesied Peace;;;;;;;;;;;;;x
camino_peace_prophecy_3_desc;You have read the stars and found that the next step for your realm will consist of a period of peace and prosperity.;;;;;;;;;;;;;x
camino_family_prophecy;Prophesied Family;;;;;;;;;;;;;x
camino_family_prophecy_desc;You have read the stars and found that your next step in the path is forming a family, having a spouse and a child.;;;;;;;;;;;;;x
camino_old_children_prophecy;Prophesied Child;;;;;;;;;;;;;x
camino_old_children_prophecy_desc;You have read the stars and found that your next step in the path is finally after all this time having a child.;;;;;;;;;;;;;x
camino_death_prophecy_1;Prophesied Death;;;;;;;;;;;;;x
camino_death_prophecy_1_desc;You have read the stars and found that the next step in the path will be §Rthe Death of [prophesied_to_die.GetFullName]§! within a year.;;;;;;;;;;;;;x
camino_death_prophecy_2;Prophesied Death;;;;;;;;;;;;;x
camino_death_prophecy_2_desc;You have read the stars and found that the next step in the path will be §Rthe Death of [prophesied_to_die.GetFullName]§! within a year.;;;;;;;;;;;;;x
camino_death_prophecy_3;Prophesied Death;;;;;;;;;;;;;x
camino_death_prophecy_3_desc;You have read the stars and found that the next step in the path will be §Rthe Death of [prophesied_to_die.GetFullName]§! within a year.;;;;;;;;;;;;;x
camino_friend_prophecy;Prophesied Friendship;;;;;;;;;;;;;x
camino_friend_prophecy_desc;You have read the stars and found that your next step in the path is finding a friend.;;;;;;;;;;;;;x
camino_lover_prophecy;Prophesied Love;;;;;;;;;;;;;x
camino_lover_prophecy_desc;You have read the stars and found that your next step in the path is finding love.;;;;;;;;;;;;;x
camino_wealth_prophecy;Prophesied Wealth;;;;;;;;;;;;;x
camino_wealth_prophecy_desc;You have read the stars and found that your next step in the path is accumulating great wealth.\n§YYou need to accumulate 500 gold to fulfill this prophecy.§!;;;;;;;;;;;;;x
camino_failed_reading;Failed Star-Reading;;;;;;;;;;;;;x
camino_failed_reading_desc;You have failed to interprete the stars and find the Star Path, a shameful result that will apart you from attempting to observe the stars for a while.;;;;;;;;;;;;;x
holy_spirit_martial;Vision of Holy War;;;;;;;;;;;;;x
holy_spirit_martial_desc;This character received charisma empowering them for holy war.;;;;;;;;;;;;;x
holy_spirit_martial2;Vision of Spiritual War;;;;;;;;;;;;;x
holy_spirit_martial2_desc;This character received charisma greatly emboldening them with combat prowess.;;;;;;;;;;;;;x
holy_spirit_stewardship;Vision of Prosperity;;;;;;;;;;;;;x
holy_spirit_stewardship_desc;This character received a vision of prosperity.;;;;;;;;;;;;;x
holy_spirit_stewardship2;Vison of Abundance;;;;;;;;;;;;;x
holy_spirit_stewardship2_desc;This character received a vision of great abundance.;;;;;;;;;;;;;x
holy_spirit_learning;Vision of Knowlodge;;;;;;;;;;;;;x
holy_spirit_learning_desc;This character has received spiritual guidance from the Holy Spirit.;;;;;;;;;;;;;x
holy_spirit_learning2;Spiritual Revelation;;;;;;;;;;;;;x
holy_spirit_learning2_desc;This character has received great knowlodge from the Holy Spirit.;;;;;;;;;;;;;x
holy_spirit_diplo;Speaking in Tongues;;;;;;;;;;;;;x
holy_spirit_diplo_desc;This character has received the gift of tongues from the Holy Spirit.;;;;;;;;;;;;;x
holy_spirit_diplo2;Calling All-Tongues;;;;;;;;;;;;;x
holy_spirit_diplo2_desc;This character has been made aware of interpersonal knowlodge by the Holy Spirit.;;;;;;;;;;;;;x
holy_spirit_cynical;No vision;;;;;;;;;;;;;x
holy_spirit_cynical_desc;This character has had no vision from the Holy Spirit.;;;;;;;;;;;;;x
failed_holy_spirit;No vision;;;;;;;;;;;;;x
failed_holy_spirit_desc;This character has failed to have a vision of the Holy Spirit.;;;;;;;;;;;;;x
candomble_ogum;Follower of Ogum;;;;;;;;;;;;;x
candomble_ogum_desc;This character's patron Orixá is Ogum, god of iron and rum.;;;;;;;;;;;;;x
candomble_oxossi;Follower of Oxóssi;;;;;;;;;;;;;x
candomble_oxossi_desc;This character's patron Orixá is Oxóssi, god of meals and the hunt.;;;;;;;;;;;;;x
candomble_pomba_gira;Follower of Pomba Gira;;;;;;;;;;;;;x
candomble_pomba_gira_desc;This character's patron Orixá is Pomba Gira, goddess of sexual exploration and witchcraft.;;;;;;;;;;;;;x
candomble_orunmila;Follower of Orunmilá;;;;;;;;;;;;;x
candomble_orunmila_desc;This character's patron Orixá is Orunmilá, god of wisdom and prophecy.;;;;;;;;;;;;;x
candomble_xango;Follower of Xangô;;;;;;;;;;;;;x
candomble_xango_desc;This character's patron Orixá is Xangô, god of strength and thunder.;;;;;;;;;;;;;x
candomble_yemanja;Follower of Yemanjá;;;;;;;;;;;;;x
candomble_yemanja_desc;This character's patron Orixá is Yemanjá, goddess of fertility and the ocean.;;;;;;;;;;;;;x
candomble_oxum;Follower of Oxúm;;;;;;;;;;;;;x
candomble_oxum_desc;This character's patron Orixá is Oxúm, goddess of motherhood and prosperity.;;;;;;;;;;;;;x
candomble_iansa;Follower of Iansã;;;;;;;;;;;;;x
candomble_iansa_desc;This character's patron Orixá is Iansã, goddess of war and storms.;;;;;;;;;;;;;x
candomble_obaluaie;Follower of Obaluaiê;;;;;;;;;;;;;x
candomble_obaluaie_desc;This character's patron Orixá is Obaluaiê, god of disease and healing.;;;;;;;;;;;;;x
prophesied_my_death;Prophesied My Death;;;;;;;;;;;;;x
###flags;;;;;;;;;;;;;;x
camino_prophecy_current;Has a prophecy yet to fulfill.;;;;;;;;;;;;;x
job_spiritual_terra_benta;Benzedor;;Benzedor;;;;;;;;;;;x
job_spiritual_female_terra_benta;Benzedeira;;Benzedeira;;;;;;;;;;;x
temple_barony_terra_benta;Hallowed Grounds;;Hallowed Grounds;;;;;;;;;;;x
temple_barony_of_terra_benta;Hallowed Grounds of;;Hallowed Grounds of;;;;;;;;;;;x
temple_baron_terra_benta;Father;;Father;;;;;;;;;;;x
temple_baron_terra_benta_female;Mother;;Mother;;;;;;;;;;;x
temple_county_terra_benta;Sanctuary;;Sanctuary;;;;;;;;;;;x
temple_county_of_terra_benta;Sanctuary of;;Sanctuary of;;;;;;;;;;;x
temple_count_terra_benta;Hallowfather;;Hallowfather;;;;;;;;;;;x
temple_count_terra_benta_female;Hallowmother;;Hallowmother;;;;;;;;;;;x
temple_duchy_terra_benta;High Sanctuary;;High Sanctuary;;;;;;;;;;;x
temple_duchy_of_terra_benta;High Sanctuary of;;High Sanctuary of;;;;;;;;;;;x
temple_duke_terra_benta;Hallowest Father;;Hallowest Father;;;;;;;;;;;x
temple_duke_terra_benta_female;Hallowest Mother;;Hallowest Mother;;;;;;;;;;;x
temple_kingdom_terra_benta;Blessed Kingdom of;;Blessed Kingdom of;;;;;;;;;;;x
temple_kingdom_of_terra_benta;Blessed Kingdom;;Blessed Kingdom;;;;;;;;;;;x
temple_king_terra_benta;Hallow King;;Hallow King;;;;;;;;;;;x
temple_king_terra_benta_female;Hallow Queen;;Hallow Queen;;;;;;;;;;;x
job_spiritual_kardecist;Court Psychographer;;Court Psychographer;;;;;;;;;;;x
job_spiritual_kardecist_female;Court Psychographer;;Court Psychographer;;;;;;;;;;;x
temple_barony_kardecist;Center;;Center;;;;;;;;;;;x
temple_barony_of_kardecist;Center of;;Center of;;;;;;;;;;;x
temple_baron_kardecist;Medium;;Medium;;;;;;;;;;;x
temple_baron_kardecist_female;Medium;;Medium;;;;;;;;;;;x
temple_county_kardecist;Spiritual Society;;Spiritual Society;;;;;;;;;;;x
temple_county_of_kardecist;Spiritual Society of;;Spiritual Society of;;;;;;;;;;;x
temple_count_kardecist;Head Medium;;Head Medium;;;;;;;;;;;x
temple_count_kardecist_female;Head Medium;;Head Medium;;;;;;;;;;;x
temple_duchy_kardecist;Spiritual Federation of;;Spiritual Federation of;;;;;;;;;;;x
temple_duchy_of_kardecist;Spiritual Federation;;Spiritual Federation;;;;;;;;;;;x
temple_duke_kardecist;Enlightened Speaker;;Enlightened Speaker;;;;;;;;;;;x
temple_duke_kardecist_female;Enlightened Speaker;;Enlightened Speaker;;;;;;;;;;;x
temple_kingdom_kardecist;Astral Kingdom of;;Astral Kingdom of;;;;;;;;;;;x
temple_kingdom_of_kardecist;Astral Kingdom;;Astral Kingdom;;;;;;;;;;;x
temple_king_kardecist;Enlightened King;;Enlightened King;;;;;;;;;;;x
temple_king_kardecist_female;Enlightened Queen;;Enlightened Queen;;;;;;;;;;;x
