#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
b_adelanapolis_adj;Adelanapolisian;;adelanapoliser;;;;;;;;;;;x
b_adolfo_cutrim;Adolfo Cutrim;Adolfo Cutrim;Adolfo Cutrim;;Adolfo Cutrim;;;;;;;;;x
b_adolfo_cutrim_adj;Adolfo Cutrimian;;Adolfo Cutrimer;;;;;;;;;;;x
b_adrianopolis;Adrianopolís;Adrianopolís;Adrianopolís;;Adrianopolís;;;;;;;;;x
b_adrianopolis_adj;Adrianopolísian;;adrianopolíser;;;;;;;;;;;x
b_adrriva;Adrriva;Adrriva;Adrriva;;Adrriva;;;;;;;;;x
b_adrriva_adj;Adrrivan;;adrriver;;;;;;;;;;;x
b_afonso_bezerra;Afonso Bezerra;Afonso Bezerra;Afonso Bezerra;;Afonso Bezerra;;;;;;;;;x
b_afonso_bezerra_adj;Afonso Bezerran;;Afonso Bezerrer;;;;;;;;;;;x
b_afonso_rodrigues;Afonso Rodrigues;Afonso Rodrigues;Afonso Rodrigues;;Afonso Rodrigues;;;;;;;;;x
b_afonso_rodrigues_adj;Afonso Rodriguesian;;Afonso Rodrigueser;;;;;;;;;;;x
b_afua;Afúa;Afúa;Afúa;;Afúa;;;;;;;;;x
b_afua_adj;Afúan;;afúer;;;;;;;;;;;x
b_agote;Agote;Agote;Agote;;Agote;;;;;;;;;x
b_agote_adj;Agotean;;agoter;;;;;;;;;;;x
b_agraciada;Agraciada;Agraciada;Agraciada;;Agraciada;;;;;;;;;x
b_agraciada_adj;Agraciadan;;agraciader;;;;;;;;;;;x
b_agrestina;Agrestina;Agrestina;Agrestina;;Agrestina;;;;;;;;;x
b_agrestina_adj;Agrestinan;;agrestiner;;;;;;;;;;;x
b_agroindustrial;Agroindustrial;Agroindustrial;Agroindustrial;;Agroindustrial;;;;;;;;;x
b_agroindustrial_adj;Agroindustrialian;;agroindustrialer;;;;;;;;;;;x
b_agrominas;Agrominas;Agrominas;Agrominas;;Agrominas;;;;;;;;;x
b_agrominas_adj;Agrominasian;;agrominaser;;;;;;;;;;;x
b_agrovila_do_cuca;Agrovila do Cuca;Agrovila do Cuca;Agrovila do Cuca;;Agrovila do Cuca;;;;;;;;;x
b_agrovila_do_cuca_adj;Agrovila do Cucan;;Agrovila do Cucer;;;;;;;;;;;x
b_agua_azul_do_norte;Água Azul do Norte;Água Azul do Norte;Água Azul do Norte;;Água Azul do Norte;;;;;;;;;x
b_agua_azul_do_norte_adj;Água Azul do Nortean;;Água Azul do Norter;;;;;;;;;;;x
b_agua_boa;Água Boa;Água Boa;Água Boa;;Água Boa;;;;;;;;;x
b_agua_boa_adj;Água Boan;;Água Ber;;;;;;;;;;;x
b_agua_branca;Água Branca;Água Branca;Água Branca;;Água Branca;;;;;;;;;x
b_agua_branca_adj;Água Brancan;;Água Brancer;;;;;;;;;;;x
b_agua_clara;Água Clara;Água Clara;Água Clara;;Água Clara;;;;;;;;;x
b_agua_clara_adj;Água Claran;;Água Clarer;;;;;;;;;;;x
b_agua_doce;Água Doce;Água Doce;Água Doce;;Água Doce;;;;;;;;;x
b_agua_doce_adj;Água Docean;;Água Docer;;;;;;;;;;;x
b_agua_limpa;Água Limpa;Água Limpa;Água Limpa;;Água Limpa;;;;;;;;;x
b_agua_limpa_adj;Água Limpan;;Água Limper;;;;;;;;;;;x
b_agua_limpa_2;Água Limpa;Água Limpa;Água Limpa;;Água Limpa;;;;;;;;;x
b_agua_limpa_2_adj;Água Limpan;;Água Limper;;;;;;;;;;;x
b_aguada_cecilio;Aguada Cecilio;Aguada Cecilio;Aguada Cecilio;;Aguada Cecilio;;;;;;;;;x
b_aguada_cecilio_adj;Aguada Cecilian;;Aguada Ceciler;;;;;;;;;;;x
b_aguada_de_guerra;Aguada de Guerra;Aguada de Guerra;Aguada de Guerra;;Aguada de Guerra;;;;;;;;;x
b_aguada_de_guerra_adj;Aguada de Guerran;;Aguada de Guerrer;;;;;;;;;;;x
b_aguada_de_guzman;Aguada de Guzmán;Aguada de Guzmán;Aguada de Guzmán;;Aguada de Guzmán;;;;;;;;;x
b_aguada_de_guzman_adj;Aguada de Guzmánian;;Aguada de Guzmáner;;;;;;;;;;;x
b_aguada_nova;Aguada Nova;Aguada Nova;Aguada Nova;;Aguada Nova;;;;;;;;;x
b_aguada_nova_adj;Aguada Novan;;Aguada Nover;;;;;;;;;;;x
b_aguai;Aguaí;Aguaí;Aguaí;;Aguaí;;;;;;;;;x
b_aguai_adj;Aguaíian;;aguaíer;;;;;;;;;;;x
b_aguanil;Aguanil;;;;;;;;;;;;;x
b_aguanil_adj;Aguanil;;;;;;;;;;;x
b_aguara_cai;Aguara Cai;Aguara Cai;Aguara Cai;;Aguara Cai;;;;;;;;;x
b_aguara_cai_adj;Aguara Cian;;Aguara Cer;;;;;;;;;;;x
b_aguaray;Aguaray;Aguaray;Aguaray;;Aguaray;;;;;;;;;x
b_aguaray_adj;Aguaraian;;aguaraer;;;;;;;;;;;x
b_aguaray_2;Aguaray;Aguaray;Aguaray;;Aguaray;;;;;;;;;x
b_aguaray_2_adj;Aguaraian;;aguaraer;;;;;;;;;;;x
b_aguarico;Aguarico;Aguarico;Aguarico;;Aguarico;;;;;;;;;x
b_aguarico_adj;Aguarician;;aguaricer;;;;;;;;;;;x
b_aguas_altas;Águas Altas;Águas Altas;Águas Altas;;Águas Altas;;;;;;;;;x
b_aguas_altas_adj;Águas Altasian;;Águas Altaser;;;;;;;;;;;x
b_aguas_belas;Águas Belas;Águas Belas;Águas Belas;;Águas Belas;;;;;;;;;x
b_aguas_belas_adj;Águas Belasian;;Águas Belaser;;;;;;;;;;;x
b_aguas_belas_2;Águas Belas;Águas Belas;Águas Belas;;Águas Belas;;;;;;;;;x
b_aguas_belas_2_adj;Águas Belasian;;Águas Belaser;;;;;;;;;;;x
b_aguas_claras;Águas Claras;Águas Claras;Águas Claras;;Águas Claras;;;;;;;;;x
b_aguas_claras_adj;Águas Clarasian;;Águas Claraser;;;;;;;;;;;x
b_aguas_formosas;Águas Formosas;Águas Formosas;Águas Formosas;;Águas Formosas;;;;;;;;;x
b_aguas_formosas_adj;Águas Formosasian;;Águas Formosaser;;;;;;;;;;;x
b_aguas_verdes;Aguas Verdes;Aguas Verdes;Aguas Verdes;;Aguas Verdes;;;;;;;;;x
b_aguas_verdes_adj;Aguas Verdesian;;Aguas Verdeser;;;;;;;;;;;x
b_aguas_vermelhas;Águas Vermelhas;Águas Vermelhas;Águas Vermelhas;;Águas Vermelhas;;;;;;;;;x
b_aguas_vermelhas_adj;Águas Vermelhasian;;Águas Vermelhaser;;;;;;;;;;;x
b_aguaytia;Aguaytía;Aguaytía;Aguaytía;;Aguaytía;;;;;;;;;x
b_aguaytia_adj;Aguaytían;;aguaytíer;;;;;;;;;;;x
b_agudos;Agudos;Agudos;Agudos;;Agudos;;;;;;;;;x
b_agudos_adj;Agudosian;;agudoser;;;;;;;;;;;x
b_agudos_do_sul;Agudos do Sul;Agudos do Sul;Agudos do Sul;;Agudos do Sul;;;;;;;;;x
b_agudos_do_sul_adj;Agudos do Sulian;;Agudos do Suler;;;;;;;;;;;x
b_aguer;Aguer;Aguer;Aguer;;Aguer;;;;;;;;;x
b_aguer_adj;Aguerian;;aguerer;;;;;;;;;;;x
b_aguia_branca;Águia Branca;Águia Branca;Águia Branca;;Águia Branca;;;;;;;;;x
b_aguia_branca_adj;Águia Brancan;;Águia Brancer;;;;;;;;;;;x
b_aguiarnopolis;Aguiarnópolis;Aguiarnópolis;Aguiarnópolis;;Aguiarnópolis;;;;;;;;;x
b_aguiarnopolis_adj;Aguiarnópolisian;;aguiarnópoliser;;;;;;;;;;;x
b_aguiarnopolis_2;Aguiarnópolis;Aguiarnópolis;Aguiarnópolis;;Aguiarnópolis;;;;;;;;;x
b_aguiarnopolis_2_adj;Aguiarnópolisian;;aguiarnópoliser;;;;;;;;;;;x
b_aguilhada;Aguilhada;Aguilhada;Aguilhada;;Aguilhada;;;;;;;;;x
b_aguilhada_adj;Aguilhadan;;aguilhader;;;;;;;;;;;x
b_agustin_saavedra;Agustín Saavedra;Agustín Saavedra;Agustín Saavedra;;Agustín Saavedra;;;;;;;;;x
b_agustin_saavedra_adj;Agustín Saavedran;;Agustín Saavedrer;;;;;;;;;;;x
b_agustina;Agustina;Agustina;Agustina;;Agustina;;;;;;;;;x
b_agustina_adj;Agustinan;;agustiner;;;;;;;;;;;x
b_aiapua;Aiapúa;Aiapúa;Aiapúa;;Aiapúa;;;;;;;;;x
b_aiapua_adj;Aiapúan;;aiapúer;;;;;;;;;;;x
b_aimogasta;Aimogasta;Aimogasta;Aimogasta;;Aimogasta;;;;;;;;;x
b_aimogasta_adj;Aimogastan;;aimogaster;;;;;;;;;;;x
b_aiquile;Aiquile;Aiquile;Aiquile;;Aiquile;;;;;;;;;x
b_aiquile_adj;Aiquilean;;aiquiler;;;;;;;;;;;x
b_ajuricaba;Ajuricaba;Ajuricaba;Ajuricaba;;Ajuricaba;;;;;;;;;x
b_ajuricaba_adj;Ajuricaban;;ajuricaber;;;;;;;;;;;x
b_alambari;Alambari;Alambari;Alambari;;Alambari;;;;;;;;;x
b_alambari_adj;Alambarian;;alambarer;;;;;;;;;;;x
b_alanca;Alança;Alança;Alança;;Alança;;;;;;;;;x
b_alanca_adj;Alançan;;alançer;;;;;;;;;;;x
b_alausi;Alausí;Alausí;Alausí;;Alausí;;;;;;;;;x
b_alausi_adj;Alausíian;;alausíer;;;;;;;;;;;x
b_albardao;Albardão;Albardão;Albardão;;Albardão;;;;;;;;;x
b_albardao_adj;Albardãian;;albardãer;;;;;;;;;;;x
b_albardon;Albardon;Albardon;Albardon;;Albardon;;;;;;;;;x
b_albardon_adj;Albardonian;;albardoner;;;;;;;;;;;x
b_albatroz;Albatroz;Albatroz;Albatroz;;Albatroz;;;;;;;;;x
b_albatroz_adj;Albatrozian;;albatrozer;;;;;;;;;;;x
b_alberdi;Alberdi;Alberdi;Alberdi;;Alberdi;;;;;;;;;x
b_alberdi_adj;Alberdian;;alberder;;;;;;;;;;;x
b_alberti;Alberti;Alberti;Alberti;;Alberti;;;;;;;;;x
b_alberti_adj;Albertian;;alberter;;;;;;;;;;;x
b_alberto_moreira;Alberto Moreira;Alberto Moreira;Alberto Moreira;;Alberto Moreira;;;;;;;;;x
b_alberto_moreira_adj;Alberto Moreiran;;Alberto Moreirer;;;;;;;;;;;x
b_alborada;Alborada;Alborada;Alborada;;Alborada;;;;;;;;;x
b_alborada_adj;Alboradan;;alborader;;;;;;;;;;;x
b_albuquerque;Albuquerque;Albuquerque;Albuquerque;;Albuquerque;;;;;;;;;x
b_albuquerque_adj;Albuquerquean;;albuquerqer;;;;;;;;;;;x
b_alcaparrosa;Alcaparrosa;Alcaparrosa;Alcaparrosa;;Alcaparrosa;;;;;;;;;x
b_alcaparrosa_adj;Alcaparrosan;;alcaparroser;;;;;;;;;;;x
b_alcantara;Alcantara;;;;;;;;;;;;;x
b_alcantara_adj;Alcantaran;;;;;;;;;;;;;x
b_alcinopolis;Alcinópolis;Alcinópolis;Alcinópolis;;Alcinópolis;;;;;;;;;x
b_alcinopolis_adj;Alcinópolisian;;alcinópoliser;;;;;;;;;;;x
b_alcobaca;Alcobaça;Alcobaça;Alcobaça;;Alcobaça;;;;;;;;;x
b_alcobaca_adj;Alcobaçan;;alcobaçer;;;;;;;;;;;x
b_alcorta;Alcorta;Alcorta;Alcorta;;Alcorta;;;;;;;;;x
b_alcorta_adj;Alcortan;;alcorter;;;;;;;;;;;x
b_aldea_escolar;Aldea Escolar;Aldea Escolar;Aldea Escolar;;Aldea Escolar;;;;;;;;;x
b_aldea_escolar_adj;Aldea Escolarian;;Aldea Escolarer;;;;;;;;;;;x
b_aldeia;Aldeia;Aldeia;Aldeia;;Aldeia;;;;;;;;;x
b_aldeia_adj;Aldeian;;alder;;;;;;;;;;;x
b_aldeia_presidio;Aldeia Presidio;Aldeia Presidio;Aldeia Presidio;;Aldeia Presidio;;;;;;;;;x
b_aldeia_presidio_adj;Aldeia Presidian;;Aldeia Presider;;;;;;;;;;;x
b_aldeia_sao_francisco;Aldeia São Francisco;;;;;;;;;;;;;x
b_aldeia_sao_francisco_adj;Aldeão;;;;;;;;;;;;;x
b_aldeias_altas;Aldeias Altas;Aldeias Altas;Aldeias Altas;;Aldeias Altas;;;;;;;;;x
b_aldeias_altas_adj;Aldeias Altasian;;Aldeias Altaser;;;;;;;;;;;x
b_alegre;Alegre;Alegre;Alegre;;Alegre;;;;;;;;;x
b_alegre_adj;Alegrean;;alegrer;;;;;;;;;;;x
b_alegrete;Alegrete;Alegrete;Alegrete;;Alegrete;;;;;;;;;x
b_alegrete_adj;Alegretean;;alegreter;;;;;;;;;;;x
b_alem;Alem;Alem;Alem;;Alem;;;;;;;;;x
b_alem_adj;Alemian;;alemer;;;;;;;;;;;x
b_alem_2;Alem;Alem;Alem;;Alem;;;;;;;;;x
b_alem_2_adj;Alemian;;alemer;;;;;;;;;;;x
b_alemania;Alemania;Alemania;Alemania;;Alemania;;;;;;;;;x
b_alemania_adj;Alemanian;;alemaner;;;;;;;;;;;x
b_alenquer;Alenquer;Alenquer;Alenquer;;Alenquer;;;;;;;;;x
b_alenquer_adj;Alenquerian;;alenquerer;;;;;;;;;;;x
b_alexandrita;Alexandrita;Alexandrita;Alexandrita;;Alexandrita;;;;;;;;;x
b_alexandrita_adj;Alexandritan;;alexandriter;;;;;;;;;;;x
b_alfredo_vasconcelos;Alfredo Vasconcelos;Alfredo Vasconcelos;Alfredo Vasconcelos;;Alfredo Vasconcelos;;;;;;;;;x
b_alfredo_vasconcelos_adj;Alfredo Vasconcelosian;;Alfredo Vasconceloser;;;;;;;;;;;x
b_algarrobo;Algarrobo;Algarrobo;Algarrobo;;Algarrobo;;;;;;;;;x
b_algarrobo_adj;Algarrobian;;algarrober;;;;;;;;;;;x
b_algodao;Algodão;Algodão;Algodão;;Algodão;;;;;;;;;x
b_algodao_adj;Algodãian;;algodãer;;;;;;;;;;;x
b_aliansa;Aliansa;Aliansa;Aliansa;;Aliansa;;;;;;;;;x
b_aliansa_adj;Aliansan;;alianser;;;;;;;;;;;x
b_allen;Allen;Allen;Allen;;Allen;;;;;;;;;x
b_allen_adj;Allenian;;allener;;;;;;;;;;;x
b_almada;Almada;Almada;Almada;;Almada;;;;;;;;;x
b_almada_adj;Almadan;;almader;;;;;;;;;;;x
b_almas;Almas;Almas;Almas;;Almas;;;;;;;;;x
b_almas_adj;Almasian;;almaser;;;;;;;;;;;x
b_almeirim;Almeirim;Almeirim;Almeirim;;Almeirim;;;;;;;;;x
b_almeirim_adj;Almeirimian;;almeirimer;;;;;;;;;;;x
b_almeirinha;Almeirinha;Almeirinha;Almeirinha;;Almeirinha;;;;;;;;;x
b_almeirinha_adj;Almeirinhan;;almeirinher;;;;;;;;;;;x
b_almenara;Almenara;Almenara;Almenara;;Almenara;;;;;;;;;x
b_almenara_adj;Almenaran;;almenarer;;;;;;;;;;;x
b_aloandia;Aloândia;Aloândia;Aloândia;;Aloândia;;;;;;;;;x
b_aloandia_adj;Aloândian;;aloânder;;;;;;;;;;;x
b_alpabamba;Alpabamba;Alpabamba;Alpabamba;;Alpabamba;;;;;;;;;x
b_alpabamba_adj;Alpabamban;;alpabamber;;;;;;;;;;;x
b_alpercata;Alpercata;Alpercata;Alpercata;;Alpercata;;;;;;;;;x
b_alpercata_adj;Alpercatan;;alpercater;;;;;;;;;;;x
b_alpestre;Alpestre;Alpestre;Alpestre;;Alpestre;;;;;;;;;x
b_alpestre_adj;Alpestrean;;alpestrer;;;;;;;;;;;x
b_alta_cordoba;Alta Cordoba;Alta Cordoba;Alta Cordoba;;Alta Cordoba;;;;;;;;;x
b_alta_cordoba_adj;Alta Cordoban;;Alta Cordober;;;;;;;;;;;x
b_alta_floresta;Alta Floresta;Alta Floresta;Alta Floresta;;Alta Floresta;;;;;;;;;x
b_alta_floresta_adj;Alta Florestan;;Alta Florester;;;;;;;;;;;x
b_alta_gracia;Alta Gracia;Alta Gracia;Alta Gracia;;Alta Gracia;;;;;;;;;x
b_alta_gracia_adj;Alta Gracian;;Alta Gracer;;;;;;;;;;;x
b_altamira;Altamira;Altamira;Altamira;;Altamira;;;;;;;;;x
b_altamira_adj;Altamiran;;altamirer;;;;;;;;;;;x
b_altamira_2;Altamira;Altamira;Altamira;;Altamira;;;;;;;;;x
b_altamira_2_adj;Altamiran;;altamirer;;;;;;;;;;;x
b_altamira_3;Altamira;Altamira;Altamira;;Altamira;;;;;;;;;x
b_altamira_3_adj;Altamiran;;altamirer;;;;;;;;;;;x
b_altaneira;Altaneira;Altaneira;Altaneira;;Altaneira;;;;;;;;;x
b_altaneira_adj;Altaneiran;;altaneirer;;;;;;;;;;;x
b_alto_alegre;Alto Alegre;Alto Alegre;Alto Alegre;;Alto Alegre;;;;;;;;;x
b_alto_alegre_adj;Alto Alegrean;;Alto Alegrer;;;;;;;;;;;x
b_alto_alegre_do_pindare;Alto Alegre do Pindaré;Alto Alegre do Pindaré;Alto Alegre do Pindaré;;Alto Alegre do Pindaré;;;;;;;;;x
b_alto_alegre_do_pindare_adj;Alto Alegre do Pindaréian;;Alto Alegre do Pindaréer;;;;;;;;;;;x
b_alto_belo;Alto Belo;Alto Belo;Alto Belo;;Alto Belo;;;;;;;;;x
b_alto_belo_adj;Alto Belian;;Alto Beler;;;;;;;;;;;x
b_alto_boa_vista;Alto Boa Vista;Alto Boa Vista;Alto Boa Vista;;Alto Boa Vista;;;;;;;;;x
b_alto_boa_vista_adj;Alto Boa Vistan;;Alto Boa Vister;;;;;;;;;;;x
b_alto_cafezal;Alto Cafezal;Alto Cafezal;Alto Cafezal;;Alto Cafezal;;;;;;;;;x
b_alto_cafezal_adj;Alto Cafezalian;;Alto Cafezaler;;;;;;;;;;;x
b_alto_capim;Alto Capim;Alto Capim;Alto Capim;;Alto Capim;;;;;;;;;x
b_alto_capim_adj;Alto Capimian;;Alto Capimer;;;;;;;;;;;x
b_alto_coite;Alto Coité;Alto Coité;Alto Coité;;Alto Coité;;;;;;;;;x
b_alto_coite_adj;Alto Coitéian;;Alto Coitéer;;;;;;;;;;;x
b_alto_da_tenda;Alto da Tenda;Alto da Tenda;Alto da Tenda;;Alto da Tenda;;;;;;;;;x
b_alto_da_tenda_adj;Alto da Tendan;;Alto da Tender;;;;;;;;;;;x
b_alto_de_la_alianza;Alto de la Alianza;Alto de la Alianza;Alto de la Alianza;;Alto de la Alianza;;;;;;;;;x
b_alto_de_la_alianza_adj;Alto de la Alianzan;;Alto de la Alianzer;;;;;;;;;;;x
b_alto_del_carmen;Alto del Carmen;Alto del Carmen;Alto del Carmen;;Alto del Carmen;;;;;;;;;x
b_alto_del_carmen_adj;Alto del Carmenian;;Alto del Carmener;;;;;;;;;;;x
b_alto_do_capim;Alto do Capim;Alto do Capim;Alto do Capim;;Alto do Capim;;;;;;;;;x
b_alto_do_capim_adj;Alto do Capimian;;Alto do Capimer;;;;;;;;;;;x
b_alto_hospicio;Alto Hospicio;Alto Hospicio;Alto Hospicio;;Alto Hospicio;;;;;;;;;x
b_alto_hospicio_adj;Alto Hospician;;Alto Hospicer;;;;;;;;;;;x
b_alto_longa;Alto Longá;Alto Longá;Alto Longá;;Alto Longá;;;;;;;;;x
b_alto_longa_adj;Alto Longáian;;Alto Longáer;;;;;;;;;;;x
b_alto_paraiso;Alto Paraíso;Alto Paraíso;Alto Paraíso;;Alto Paraíso;;;;;;;;;x
b_alto_paraiso_adj;Alto Paraísian;;Alto Paraíser;;;;;;;;;;;x
b_alto_parnaiba;Alto Parnaíba;Alto Parnaíba;Alto Parnaíba;;Alto Parnaíba;;;;;;;;;x
b_alto_parnaiba_adj;Alto Parnaíban;;Alto Parnaíber;;;;;;;;;;;x
